state,metric,median,q1,q3,ci95_low,ci95_high,repeat_medians
E1,total_ms,146.85281400000002,146.5185315,147.253761,146.066429,147.38893150000004,"[146.5185315, 147.253761, 147.3889315, 146.85281400000002, 146.066429]"
E1,gas_flux_ms,4.044799805,4.039167880000001,4.07193613,4.01203203,4.075520040000001,"[4.039167880000001, 4.075520040000001, 4.07193613, 4.044799805, 4.01203203]"
E1,eulerian_coupling_ms,0.397824004,0.394751996,0.4008959975,0.393728003,0.4060159925,"[0.394751996, 0.4060159925, 0.4008959975, 0.397824004, 0.393728003]"
E1,injection_ms,0.001024,0.001024,0.001024,0.0010240000000000002,0.00204799999,"[0.001024, 0.001024, 0.001024, 0.00204799999, 0.001024]"
E1,bin_pre_ms,3.15187192,3.150335905,3.15191996,3.1447041049999997,3.1564799550000004,"[3.150335905, 3.156479955, 3.15191996, 3.15187192, 3.1447041049999997]"
E1,pressure_pre_ms,0.00307200011,0.00307200011,0.00307200011,0.00307200011,0.00307200011,"[0.00307200011, 0.00307200011, 0.00307200011, 0.00307200011, 0.00307200011]"
E1,collision_pool_ms,8.42547226,8.350207805,8.451072215,8.3466239,8.504832269999998,"[8.350207805, 8.50483227, 8.451072215, 8.42547226, 8.3466239]"
E1,relax_ms,62.5710087,62.27353665,62.5940475,62.20287895,62.921728099999996,"[62.20287895, 62.921728099999996, 62.5940475, 62.5710087, 62.27353665]"
E1,track_ms,23.225343700000003,23.214079849999997,23.26783945,23.18848035,23.2688799,"[23.18848035, 23.225343700000003, 23.2688799, 23.214079849999997, 23.26783945]"
E1,bin_post_ms,3.08326411,3.079680085,3.083775995,3.078144075,3.084288,"[3.079680085, 3.084288, 3.078144075, 3.083775995, 3.08326411]"
E1,moments_ms,13.6898556,13.66681625,13.717504049999999,13.5080962,13.71801615,"[13.66681625, 13.6898556, 13.71801615, 13.717504049999999, 13.5080962]"
E1,pressure_post_ms,0.00204799999,0.001024,0.00204799999,0.0010240000000000002,0.00204799999,"[0.001024, 0.00204799999, 0.00204799999, 0.00204799999, 0.001024]"
E1,compaction_ms,28.3832321,28.371968250000002,28.413439750000002,28.367360099999996,28.44416045,"[28.3673601, 28.3832321, 28.413439750000002, 28.44416045, 28.371968250000002]"
E1,boundary_ms,0.0266239997,0.0266239997,0.0266239997,0.02566399985,0.0266239997,"[0.0266239997, 0.0266239997, 0.0266239997, 0.0266239997, 0.02566399985]"
E1,occupancy_mean,960.0,960.0,960.0,960.0,960.0,"[960.0, 960.0, 960.0, 960.0, 960.0]"
